unique_id,ds,y,AutoBiTCN
mexico/family/F2B,2025-02-01,11139.0,11141.470953702927
mexico/family/F2B,2025-03-01,11139.0,11131.890083789825
mexico/family/F2B,2025-04-01,11323.0,11123.238127708435
mexico/family/F2B,2025-05-01,11323.0,11326.288648366928
mexico/family/F2B,2025-06-01,11323.0,11326.227419376373
mexico/family/F2B,2025-07-01,11688.0,11321.581205248833
mexico/family/F2B,2025-08-01,11688.0,11708.219577789307
mexico/family/F2B,2025-09-01,11778.0,11695.035670757294
mexico/family/F2B,2025-10-01,12036.0,11779.155375599861
mexico/family/F2B,2025-11-01,12036.0,12058.273836135864
mexico/family/F2B,2025-12-01,12188.0,12039.974302530289
mexico/family/F2B,2026-01-01,12372.0,12195.065153121948
mexico/family/F2B,2026-02-01,12464.0,12392.325632095337
mexico/family/F2B,2026-03-01,12464.0,12470.787512779236
mexico/family/F2B,2026-04-01,12464.0,12461.596335172653
mexico/family/F2B,2026-05-01,12464.0,12460.4135055542
mexico/family/F2B,2026-06-01,12464.0,12455.710649490356
mexico/family/F2B,2026-07-01,12464.0,12450.431325912476
mexico/family/F3,2024-08-01,9191.0,9206.807339668274
mexico/family/F3,2024-09-01,9191.0,9203.042051315308
mexico/family/F3,2024-10-01,9365.0,9188.731470108032
mexico/family/F3,2024-11-01,9426.0,9368.273114681244
mexico/family/F3,2024-12-01,9426.0,9432.358025074005
mexico/family/F3,2025-01-01,9457.0,9427.11987066269
mexico/family/F3,2025-02-01,9457.0,9461.330729961395
mexico/family/F3,2025-03-01,9457.0,9454.615679740906
mexico/family/F3,2025-04-01,9511.0,9447.30546283722
mexico/family/F3,2025-05-01,9511.0,9509.392381191254
mexico/family/F3,2025-06-01,9511.0,9509.543652296066
mexico/family/F3,2025-07-01,9528.0,9505.762591838837
mexico/family/F3,2025-08-01,9528.0,9527.682677060366
mexico/family/F3,2025-09-01,9528.0,9523.843098640442
mexico/family/F3,2025-10-01,9601.0,9519.661931037903
mexico/family/F3,2025-11-01,9617.0,9602.977678894997
mexico/family/F3,2025-12-01,9617.0,9618.698850393295
mexico/family/F3,2026-01-01,9617.0,9616.358906626701
mexico/family/F3,2026-02-01,9617.0,9617.3919429183
mexico/family/F3,2026-03-01,9617.0,9613.520148992538
mexico/family/F3,2026-04-01,9617.0,9611.460005760193
mexico/family/F3,2026-05-01,9617.0,9614.924362421036
mexico/family/F3,2026-06-01,9617.0,9616.570133328438
mexico/family/F3,2026-07-01,9648.0,9616.455479979515
mexico/family/F4,2024-08-01,9535.0,9536.864676117897
mexico/family/F4,2024-09-01,9535.0,9536.331716775894
mexico/family/F4,2024-10-01,9549.0,9533.85164308548
mexico/family/F4,2024-11-01,9556.0,9548.261443853378
mexico/family/F4,2024-12-01,9556.0,9556.458584934473
mexico/family/F4,2025-01-01,9556.0,9556.34031265974
mexico/family/F4,2025-02-01,9556.0,9555.99016230926
mexico/family/F4,2025-03-01,9556.0,9555.221960067749
mexico/family/F4,2025-04-01,9570.0,9554.305705785751
mexico/family/F4,2025-05-01,9570.0,9570.056488633156
mexico/family/F4,2025-06-01,9570.0,9570.650430619717
mexico/family/F4,2025-07-01,9570.0,9569.630827009678
mexico/family/F4,2025-08-01,9570.0,9569.72357043624
mexico/family/F4,2025-09-01,9570.0,9568.696395516396
mexico/family/F4,2025-10-01,9594.0,9568.435606241226
mexico/family/F4,2025-11-01,9594.0,9595.340575814247
mexico/family/F4,2025-12-01,9594.0,9594.770556032658
mexico/family/F4,2026-01-01,9594.0,9594.168486520648
mexico/family/F4,2026-02-01,9594.0,9594.291747838259
mexico/family/F4,2026-03-01,9594.0,9593.438772976398
mexico/family/F4,2026-04-01,9594.0,9593.200649738312
