unique_id,ds,y,control-patchtst
india/family/F2A,2025-10-01,17928.0,17418.322918891907
india/family/F2A,2025-11-01,17928.0,18028.764030456543
india/family/F2A,2025-12-01,17928.0,17932.144205093384
india/family/F2A,2026-01-01,17928.0,17932.80722475052
india/family/F2A,2026-02-01,17928.0,17927.944903999567
india/family/F2A,2026-03-01,17928.0,17921.87303876877
india/family/F2A,2026-04-01,17928.0,17922.797178268433
india/family/F2A,2026-05-01,18110.0,17936.72983264923
india/family/F2A,2026-06-01,18263.0,18234.541870117188
india/family/F2A,2026-07-01,18263.0,18383.692825317383
india/family/F2A,2026-08-01,18830.0,18285.5115070343
india/family/F2A,2026-09-01,18861.0,18870.35245513916
mexico/employment/EB3,2024-10-01,17485.0,16838.843841552734
mexico/employment/EB3,2024-11-01,17485.0,17470.36838531494
mexico/employment/EB3,2024-12-01,17485.0,17497.811628341675
mexico/employment/EB3,2025-01-01,17501.0,17517.50576400757
mexico/employment/EB3,2025-02-01,17501.0,17522.1457157135
mexico/employment/EB3,2025-03-01,17501.0,17479.289024353027
mexico/employment/EB3,2025-04-01,17532.0,17426.893196105957
mexico/employment/EB3,2025-05-01,17532.0,17544.550437927246
mexico/employment/EB3,2025-06-01,17570.0,17551.9910030365
mexico/employment/EB3,2025-07-01,17622.0,17565.91510105133
mexico/employment/EB3,2025-08-01,17622.0,17639.281106948853
mexico/employment/EB3,2025-09-01,17622.0,17622.5380333066
mexico/employment/EB3,2025-10-01,17622.0,17747.11309814453
mexico/employment/EB3,2025-11-01,17622.0,17616.62025785446
mexico/employment/EB3,2025-12-01,17636.0,17600.487810134888
mexico/employment/EB3,2026-01-01,17643.0,17644.2585811615
mexico/employment/EB3,2026-02-01,17683.0,17649.521015167236
mexico/employment/EB3,2026-03-01,17805.0,17701.693422317505
mexico/employment/EB3,2026-04-01,18049.0,17863.116832733154
mexico/employment/EB3,2026-05-01,18049.0,18119.563079833984
mexico/employment/EB3,2026-06-01,18049.0,18063.34376525879
mexico/employment/EB3,2026-07-01,18110.0,18046.19893336296
mexico/employment/EB3,2026-08-01,18141.0,18159.793922424316
mexico/employment/EB3,2026-09-01,18141.0,18159.354551315308
mexico/employment/EB3_OW,2024-10-01,16771.0,16757.728326797485
mexico/employment/EB3_OW,2024-11-01,16771.0,16761.69615650177
mexico/employment/EB3_OW,2024-12-01,16771.0,16760.54988861084
mexico/employment/EB3_OW,2025-01-01,16778.0,16771.783987879753
mexico/employment/EB3_OW,2025-02-01,16778.0,16764.22298526764
mexico/employment/EB3_OW,2025-03-01,16833.0,16774.129596471786
mexico/employment/EB3_OW,2025-04-01,16943.0,16864.4248046875
