unique_id,ds,y,control-bitcn
china/family/F1,2025-04-01,15049.0,14935.360568195581
china/family/F1,2025-05-01,15049.0,15049.654076695442
china/family/F1,2025-06-01,15134.0,15049.452280789614
china/family/F1,2025-07-01,15171.0,15134.665374994278
china/family/F1,2025-08-01,15171.0,15171.541311562061
china/family/F1,2025-09-01,15171.0,15171.526193976402
china/family/F1,2025-10-01,15287.0,15171.568287193775
china/family/F1,2025-11-01,15287.0,15287.672681033611
china/family/F1,2025-12-01,15287.0,15287.619942128658
china/family/F1,2026-01-01,15287.0,15287.764383912086
china/family/F1,2026-02-01,15287.0,15287.665948092937
china/family/F1,2026-03-01,15287.0,15287.617633461952
china/family/F1,2026-04-01,15461.0,15287.631044149399
china/family/F1,2026-05-01,15584.0,15461.795628547668
china/family/F1,2026-06-01,15584.0,15584.793236017227
china/family/F1,2026-07-01,15737.0,15584.77836072445
china/family/F1,2026-08-01,16054.0,15738.095658540726
china/family/F1,2026-09-01,16457.0,16055.193355321884
china/family/F2A,2024-10-01,17127.0,17150.184144973755
china/family/F2A,2024-11-01,17167.0,17156.885807037354
china/family/F2A,2024-12-01,17167.0,17197.124082565308
china/family/F2A,2025-01-01,17167.0,17196.45389175415
china/family/F2A,2025-02-01,17167.0,17196.73557472229
china/family/F2A,2025-03-01,17167.0,17196.709632873535
china/family/F2A,2025-04-01,17167.0,17196.644826889038
china/family/F2A,2025-05-01,17167.0,17196.18404006958
china/family/F2A,2025-06-01,17167.0,17194.137550354004
china/family/F2A,2025-07-01,17410.0,17173.85048675537
china/family/F2A,2025-08-01,17410.0,17419.0263671875
china/family/F2A,2025-09-01,17410.0,17410.97239589691
china/family/F2A,2025-10-01,17928.0,17410.986500620842
china/family/F2A,2025-11-01,17928.0,17927.94227102399
china/family/F2A,2025-12-01,17928.0,17933.374846458435
china/family/F2A,2026-01-01,17928.0,17933.038711071014
china/family/F2A,2026-02-01,17928.0,17932.330947875977
china/family/F2A,2026-03-01,17928.0,17931.19812130928
china/family/F2A,2026-04-01,17928.0,17931.438871860504
china/family/F2A,2026-05-01,18110.0,17930.384702444077
china/family/F2A,2026-06-01,18263.0,18112.601854085922
china/family/F2A,2026-07-01,18263.0,18264.76520574093
china/family/F2A,2026-08-01,18830.0,18266.280702352524
china/family/F2A,2026-09-01,18861.0,18832.21316885948
china/family/F4,2024-10-01,11900.0,11900.145860776305
china/family/F4,2024-11-01,11900.0,11900.133735910058
china/family/F4,2024-12-01,11900.0,11900.135878264904
china/family/F4,2025-01-01,11900.0,11900.155400678515
china/family/F4,2025-02-01,11900.0,11900.11691005528
china/family/F4,2025-03-01,11900.0,11900.167601123452
china/family/F4,2025-04-01,11900.0,11900.098981745541
china/family/F4,2025-05-01,12053.0,11900.140669956803
china/family/F4,2025-06-01,12053.0,12053.372575879097
china/family/F4,2025-07-01,12053.0,12053.306400060654
china/family/F4,2025-08-01,12053.0,12053.447066128254
china/family/F4,2025-09-01,12053.0,12053.32459962368
china/family/F4,2025-10-01,12060.0,12053.381964862347
china/family/F4,2025-11-01,12060.0,12060.337125957012
china/family/F4,2025-12-01,12060.0,12060.330052345991
china/family/F4,2026-01-01,12060.0,12060.328111112118
china/family/F4,2026-02-01,12060.0,12060.303990632296
china/family/F4,2026-03-01,12060.0,12060.39907425642
china/family/F4,2026-04-01,12212.0,12060.317288309336
china/family/F4,2026-05-01,12311.0,12212.563158988953
china/family/F4,2026-06-01,12365.0,12311.552016377449
china/family/F4,2026-07-01,12419.0,12365.619851768017
china/family/F4,2026-08-01,12662.0,12419.655946850777
china/family/F4,2026-09-01,13443.0,12662.875169634819
india/employment/EB1,2024-10-01,17198.0,17231.45269012451
india/employment/EB1,2024-11-01,17198.0,17228.01124572754
india/employment/EB1,2024-12-01,17198.0,17200.89518880844
india/employment/EB1,2025-01-01,17198.0,17194.93075489998
india/employment/EB1,2025-02-01,17198.0,17205.094025611877
india/employment/EB1,2025-03-01,17198.0,17203.069517612457
india/employment/EB1,2025-04-01,17212.0,17201.811102628708
india/employment/EB1,2025-05-01,17212.0,17219.844187259674
india/employment/EB1,2025-06-01,17212.0,17218.93421459198
india/employment/EB1,2025-07-01,17212.0,17221.20230293274
india/employment/EB1,2025-08-01,17212.0,17222.47644519806
india/employment/EB1,2025-09-01,17212.0,17218.704976081848
india/employment/EB1,2025-10-01,17212.0,17217.66158056259
india/employment/EB1,2025-11-01,17212.0,17218.321004390717
india/employment/EB1,2025-12-01,17240.0,17225.713766098022
india/employment/EB1,2026-01-01,17563.0,17252.333914756775
india/employment/EB1,2026-02-01,17563.0,17574.910942077637
india/employment/EB1,2026-03-01,17591.0,17573.789924621582
india/employment/EB1,2026-04-01,17622.0,17600.482343673706
india/employment/EB1,2026-05-01,17622.0,17627.99770259857
india/employment/EB1,2026-06-01,17515.0,17629.53867673874
india/employment/EB1,2026-07-01,17454.0,17518.84904575348
india/employment/EB1,2026-08-01,17454.0,17461.865405082703
india/employment/EB1,2026-09-01,17454.0,17458.858167648315
