unique_id,ds,y,deepar-robust-levels
china/family/F2A,2025-04-01,17167.0,17221.727
china/family/F2A,2025-05-01,17167.0,17194.277
china/family/F2A,2025-06-01,17167.0,17201.398
china/family/F2A,2025-07-01,17410.0,17202.143
china/family/F2A,2025-08-01,17410.0,17380.758
china/family/F2A,2025-09-01,17410.0,17464.82
china/family/F2A,2025-10-01,17928.0,17464.863
china/family/F2A,2025-11-01,17928.0,17874.21
china/family/F2A,2025-12-01,17928.0,18088.129
china/family/F2A,2026-01-01,17928.0,18064.133
china/family/F2A,2026-02-01,17928.0,17969.783
china/family/F2A,2026-03-01,17928.0,17984.182
china/family/F2A,2026-04-01,17928.0,17985.387
china/family/F2A,2026-05-01,18110.0,17981.56
china/family/F2A,2026-06-01,18263.0,18140.273
china/family/F2A,2026-07-01,18263.0,18325.125
china/family/F2A,2026-08-01,18830.0,18362.176
china/family/F2A,2026-09-01,18861.0,18796.457
china/family/F2B,2024-10-01,15096.0,15103.057
china/family/F2B,2024-11-01,15096.0,15106.795
china/family/F2B,2024-12-01,15096.0,15105.45
china/family/F2B,2025-01-01,15117.0,15105.55
china/family/F2B,2025-02-01,15117.0,15116.947
china/family/F2B,2025-03-01,15117.0,15130.268
china/family/F2B,2025-04-01,15178.0,15129.201
china/family/F2B,2025-05-01,15178.0,15177.493
china/family/F2B,2025-06-01,15240.0,15196.96
china/family/F2B,2025-07-01,15263.0,15250.426
china/family/F2B,2025-08-01,15263.0,14958.185
china/family/F2B,2025-09-01,15263.0,14950.861
china/family/F2B,2025-10-01,15301.0,15274.643
china/family/F2B,2025-11-01,15310.0,15287.82
china/family/F2B,2025-12-01,15310.0,15329.164
china/family/F2B,2026-01-01,15310.0,15330.202
china/family/F2B,2026-02-01,15310.0,15329.268
china/family/F2B,2026-03-01,15310.0,15325.181
china/family/F2B,2026-04-01,15482.0,15321.118
china/family/F2B,2026-05-01,15482.0,15464.521
china/family/F2B,2026-06-01,15605.0,15532.089
china/family/F2B,2026-07-01,15666.0,15624.953
china/family/F2B,2026-08-01,15706.0,15705.672
china/family/F2B,2026-09-01,16304.0,15753.76
china/family/F3,2024-10-01,12874.0,12895.27
china/family/F3,2024-11-01,12888.0,12881.676
china/family/F3,2024-12-01,12888.0,12521.997
china/family/F3,2025-01-01,12965.0,12527.097
china/family/F3,2025-02-01,12965.0,12636.265
china/family/F3,2025-03-01,12965.0,12787.03
china/family/F3,2025-04-01,13239.0,12792.191
china/family/F3,2025-05-01,13239.0,12801.166
china/family/F3,2025-06-01,13321.0,12795.689
china/family/F3,2025-07-01,13361.0,12799.973
china/family/F3,2025-08-01,13361.0,13359.934
china/family/F3,2025-09-01,13361.0,13378.877
china/family/F3,2025-10-01,13399.0,13400.541
china/family/F3,2025-11-01,13399.0,13441.415
china/family/F3,2025-12-01,13399.0,13442.382
china/family/F3,2026-01-01,13399.0,13435.702
china/family/F3,2026-02-01,13399.0,13438.586
china/family/F3,2026-03-01,13399.0,13427.406
china/family/F3,2026-04-01,13504.0,13419.879
china/family/F3,2026-05-01,13559.0,13504.203
china/family/F3,2026-06-01,13559.0,13589.945
china/family/F3,2026-07-01,13619.0,13612.447
china/family/F3,2026-08-01,13649.0,13632.527
china/family/F3,2026-09-01,14539.0,13691.775
china/family/F4,2024-10-01,11900.0,11905.189
china/family/F4,2024-11-01,11900.0,11904.31
china/family/F4,2024-12-01,11900.0,11895.53
china/family/F4,2025-01-01,11900.0,11888.545
china/family/F4,2025-02-01,11900.0,11904.639
china/family/F4,2025-03-01,11900.0,11905.9795
china/family/F4,2025-04-01,11900.0,11906.623
china/family/F4,2025-05-01,12053.0,11907.016
china/family/F4,2025-06-01,12053.0,11981.244
china/family/F4,2025-07-01,12053.0,12026.633
china/family/F4,2025-08-01,12053.0,12087.264
china/family/F4,2025-09-01,12053.0,12066.318
china/family/F4,2025-10-01,12060.0,12057.387
china/family/F4,2025-11-01,12060.0,12062.322
china/family/F4,2025-12-01,12060.0,12077.634
china/family/F4,2026-01-01,12060.0,12071.162
china/family/F4,2026-02-01,12060.0,12071.83
china/family/F4,2026-03-01,12060.0,12069.172
china/family/F4,2026-04-01,12212.0,12069.183
china/family/F4,2026-05-01,12311.0,12190.354
china/family/F4,2026-06-01,12365.0,12327.957
china/family/F4,2026-07-01,12419.0,12401.046
china/family/F4,2026-08-01,12662.0,12442.1
china/family/F4,2026-09-01,13443.0,12564.336
india/employment/EB1,2024-10-01,17198.0,17252.664
india/employment/EB1,2024-11-01,17198.0,17219.902
india/employment/EB1,2024-12-01,17198.0,17239.209
