unique_id,ds,y,deepar-legacy
china/family/F2B,2025-07-01,15263.0,15282.788
china/family/F2B,2025-08-01,15263.0,15311.444
china/family/F2B,2025-09-01,15263.0,15288.17
china/family/F2B,2025-10-01,15301.0,15278.059
china/family/F2B,2025-11-01,15310.0,15319.182
china/family/F2B,2025-12-01,15310.0,15311.016
china/family/F2B,2026-01-01,15310.0,15301.861
china/family/F2B,2026-02-01,15310.0,15311.983
china/family/F2B,2026-03-01,15310.0,15302.61
china/family/F2B,2026-04-01,15482.0,15292.004
china/family/F2B,2026-05-01,15482.0,15531.556
china/family/F2B,2026-06-01,15605.0,15531.486
china/family/F2B,2026-07-01,15666.0,15682.981
china/family/F2B,2026-08-01,15706.0,15732.244
china/family/F2B,2026-09-01,16304.0,15745.115
china/family/F3,2024-10-01,12874.0,12836.3545
china/family/F3,2024-11-01,12888.0,12848.352
china/family/F3,2024-12-01,12888.0,12903.216
china/family/F3,2025-01-01,12965.0,12905.001
china/family/F3,2025-02-01,12965.0,12991.152
china/family/F3,2025-03-01,12965.0,12981.645
china/family/F3,2025-04-01,13239.0,12972.262
china/family/F3,2025-05-01,13239.0,13324.293
china/family/F3,2025-06-01,13321.0,13316.256
china/family/F3,2025-07-01,13361.0,13414.157
china/family/F3,2025-08-01,13361.0,13376.447
china/family/F3,2025-09-01,13361.0,13353.15
china/family/F3,2025-10-01,13399.0,13342.568
china/family/F3,2025-11-01,13399.0,13459.23
china/family/F3,2025-12-01,13399.0,13384.397
china/family/F3,2026-01-01,13399.0,13377.322
china/family/F3,2026-02-01,13399.0,13394.498
china/family/F3,2026-03-01,13399.0,13375.361
china/family/F3,2026-04-01,13504.0,13366.569
china/family/F3,2026-05-01,13559.0,13524.5625
china/family/F3,2026-06-01,13559.0,13605.832
china/family/F3,2026-07-01,13619.0,13619.846
china/family/F3,2026-08-01,13649.0,13668.89
china/family/F3,2026-09-01,14539.0,13719.914
china/family/F4,2024-10-01,11900.0,11897.139
china/family/F4,2024-11-01,11900.0,11899.027
china/family/F4,2024-12-01,11900.0,11901.663
china/family/F4,2025-01-01,11900.0,11896.87
china/family/F4,2025-02-01,11900.0,11899.096
china/family/F4,2025-03-01,11900.0,11900.846
china/family/F4,2025-04-01,11900.0,11901.667
china/family/F4,2025-05-01,12053.0,11901.747
china/family/F4,2025-06-01,12053.0,12030.367
china/family/F4,2025-07-01,12053.0,12061.84
china/family/F4,2025-08-01,12053.0,12074.82
china/family/F4,2025-09-01,12053.0,12053.594
china/family/F4,2025-10-01,12060.0,12039.506
china/family/F4,2025-11-01,12060.0,12040.531
china/family/F4,2025-12-01,12060.0,12071.646
china/family/F4,2026-01-01,12060.0,12060.984
china/family/F4,2026-02-01,12060.0,12062.373
china/family/F4,2026-03-01,12060.0,12055.713
china/family/F4,2026-04-01,12212.0,12055.289
china/family/F4,2026-05-01,12311.0,12231.676
china/family/F4,2026-06-01,12365.0,12337.738
china/family/F4,2026-07-01,12419.0,12405.129
china/family/F4,2026-08-01,12662.0,12456.002
china/family/F4,2026-09-01,13443.0,12690.941
india/employment/EB1,2024-10-01,17198.0,17275.74
india/employment/EB1,2024-11-01,17198.0,16854.395
india/employment/EB1,2024-12-01,17198.0,17252.309
india/employment/EB1,2025-01-01,17198.0,17397.277
india/employment/EB1,2025-02-01,17198.0,17348.8
india/employment/EB1,2025-03-01,17198.0,17339.695
india/employment/EB1,2025-04-01,17212.0,17305.002
india/employment/EB1,2025-05-01,17212.0,17317.127
india/employment/EB1,2025-06-01,17212.0,17385.852
india/employment/EB1,2025-07-01,17212.0,17296.79
india/employment/EB1,2025-08-01,17212.0,17320.812
india/employment/EB1,2025-09-01,17212.0,17309.5
india/employment/EB1,2025-10-01,17212.0,17325.172
india/employment/EB1,2025-11-01,17212.0,17321.172
india/employment/EB1,2025-12-01,17240.0,17262.27
india/employment/EB1,2026-01-01,17563.0,17294.375
india/employment/EB1,2026-02-01,17563.0,17718.373
india/employment/EB1,2026-03-01,17591.0,17645.121
india/employment/EB1,2026-04-01,17622.0,17672.148
india/employment/EB1,2026-05-01,17622.0,17733.512
india/employment/EB1,2026-06-01,17515.0,17743.984
india/employment/EB1,2026-07-01,17454.0,17577.584
india/employment/EB1,2026-08-01,17454.0,17541.158
india/employment/EB1,2026-09-01,17454.0,17555.059
india/employment/EB2,2024-07-01,13680.0,13650.932
india/employment/EB2,2024-08-01,13710.0,13701.582
india/employment/EB2,2024-09-01,13710.0,13830.762
india/employment/EB2,2024-10-01,13710.0,13751.269
india/employment/EB2,2024-11-01,13710.0,13785.658
india/employment/EB2,2024-12-01,13727.0,13752.613
india/employment/EB2,2025-01-01,13788.0,13796.642
india/employment/EB2,2025-02-01,13802.0,13838.813
india/employment/EB2,2025-03-01,13849.0,13853.156
india/employment/EB2,2025-04-01,13880.0,13896.287
india/employment/EB2,2025-05-01,13880.0,13919.402
india/employment/EB2,2025-06-01,13880.0,13904.846
india/employment/EB2,2025-07-01,13880.0,13902.489
india/employment/EB2,2025-08-01,13880.0,13887.624
india/employment/EB2,2025-09-01,13880.0,13904.289
india/employment/EB2,2025-10-01,13970.0,13897.605
india/employment/EB2,2025-11-01,13970.0,14032.314
india/employment/EB2,2025-12-01,14014.0,13993.504
india/employment/EB2,2026-01-01,14075.0,14051.509
india/employment/EB2,2026-02-01,14075.0,14145.232
india/employment/EB2,2026-03-01,14137.0,14109.137
india/employment/EB2,2026-04-01,14440.0,14217.485
india/employment/EB2,2026-05-01,14440.0,14548.941
india/employment/EB2,2026-06-01,14123.0,14524.107
india/employment/EB3,2024-10-01,13819.0,13851.476
india/employment/EB3,2024-11-01,13819.0,13839.227
india/employment/EB3,2024-12-01,13826.0,13848.693
